entidad,municipio,nEgresos,anho
22,16,2231,2014
22,18,19,2014
23,1,442,2014
23,2,404,2014
23,3,57,2014
23,4,1790,2014
23,5,3897,2014
23,6,108,2014
23,7,19,2014
23,8,1470,2014
23,10,15,2014
24,3,277,2014
24,8,244,2014
24,10,44,2014
24,13,2282,2014
24,15,375,2014
24,16,114,2014
24,20,1056,2014
24,24,1071,2014
24,25,67,2014
24,28,6099,2014
24,35,1149,2014
24,36,1,2014
24,37,1461,2014
24,40,166,2014
24,54,149,2014
24,56,28,2014
24,58,11,2014
25,1,3095,2014
25,2,102,2014
25,3,6,2014
25,4,124,2014
25,5,98,2014
25,6,6738,2014
25,7,70,2014
25,8,75,2014
25,9,505,2014
25,10,316,2014
25,11,1776,2014
25,12,2111,2014
25,13,76,2014
25,14,175,2014
25,15,429,2014
25,16,9,2014
25,17,82,2014
25,18,551,2014
26,2,648,2014
26,3,84,2014
26,17,663,2014
26,18,3162,2014
26,19,281,2014
26,25,45,2014
26,29,1155,2014
26,30,4854,2014
26,33,537,2014
26,36,237,2014
26,38,58,2014
26,41,101,2014
26,42,1163,2014
26,43,1412,2014
26,48,491,2014
26,55,815,2014
26,66,24,2014
27,1,309,2014
27,2,1957,2014
27,3,139,2014
27,4,7893,2014
27,5,1376,2014
27,6,699,2014
27,7,245,2014
27,8,764,2014
27,9,15,2014
27,10,73,2014
27,11,125,2014
27,12,980,2014
27,13,127,2014
27,14,278,2014
27,15,169,2014
27,16,680,2014
27,17,372,2014
28,1,25,2014
28,2,84,2014
28,3,512,2014
28,9,1585,2014
28,16,48,2014
28,17,14,2014
28,21,951,2014
28,22,2724,2014
28,25,92,2014
28,27,2396,2014
28,32,3522,2014
28,33,181,2014
28,34,4,2014
28,35,315,2014
28,37,103,2014
28,38,1545,2014
28,39,266,2014
28,40,344,2014
28,41,2312,2014
29,2,1662,2014
29,5,217,2014
29,6,570,2014
29,7,163,2014
29,13,1072,2014
29,18,151,2014
29,23,409,2014
29,25,415,2014
29,33,1290,2014
29,34,254,2014
29,38,1092,2014
29,44,421,2014
30,10,635,2014
30,11,38,2014
30,13,267,2014
30,16,510,2014
30,21,101,2014
30,23,406,2014
30,28,623,2014
30,32,331,2014
30,34,148,2014
30,38,574,2014
30,39,2249,2014
30,44,1814,2014
30,45,821,2014
30,47,1052,2014
30,48,198,2014
30,58,690,2014
30,61,486,2014
30,66,226,2014
30,69,162,2014
30,71,608,2014
30,72,30,2014
30,77,226,2014
30,82,82,2014
30,83,71,2014
30,87,3856,2014
30,89,986,2014
30,91,81,2014
30,97,158,2014
30,102,1060,2014
30,104,320,2014
30,108,1370,2014
30,109,538,2014
30,112,184,2014
30,116,497,2014
30,117,7,2014
30,118,370,2014
30,121,51,2014
30,123,216,2014
30,124,1231,2014
30,128,392,2014
30,129,81,2014
30,130,112,2014
30,131,1557,2014
30,138,1889,2014
30,141,1088,2014
30,143,437,2014
30,155,302,2014
30,160,115,2014
30,161,122,2014
30,164,178,2014
30,169,133,2014
30,173,366,2014
30,174,496,2014
30,178,81,2014
30,181,176,2014
30,183,258,2014
30,184,285,2014
30,189,851,2014
30,193,4055,2014
30,201,550,2014
30,204,8,2014
30,206,2,2014
30,210,76,2014
31,2,399,2014
31,40,528,2014
31,48,301,2014
31,50,6669,2014
31,52,87,2014
31,56,390,2014
31,59,10,2014
31,96,799,2014
31,101,253,2014
31,102,993,2014
32,5,42,2014
32,7,241,2014
32,10,2466,2014
32,17,3023,2014
32,19,121,2014
32,20,420,2014
32,22,143,2014
32,23,65,2014
32,24,372,2014
32,34,61,2014
32,36,67,2014
32,38,451,2014
32,39,381,2014
32,42,7,2014
32,44,60,2014
32,48,251,2014
32,49,97,2014
32,51,29,2014
32,55,215,2014
32,56,559,2014
32,57,77,2014
NA,NA,6641,2014
