entidad,municipio,nEgresos,anho
11,33,936,2017
11,35,266,2017
11,37,1520,2017
11,39,81,2017
11,41,300,2017
11,42,676,2017
11,44,282,2017
11,46,170,2017
12,1,3339,2017
12,7,93,2017
12,11,421,2017
12,12,634,2017
12,22,720,2017
12,28,53,2017
12,29,2388,2017
12,32,182,2017
12,34,462,2017
12,35,1250,2017
12,38,691,2017
12,40,31,2017
12,46,923,2017
12,48,32,2017
12,50,88,2017
12,51,71,2017
12,55,1177,2017
12,57,1,2017
12,61,104,2017
12,66,1350,2017
12,74,1,2017
12,75,99,2017
13,3,233,2017
13,8,205,2017
13,11,91,2017
13,27,43,2017
13,28,347,2017
13,29,196,2017
13,30,376,2017
13,31,66,2017
13,41,177,2017
13,48,2569,2017
13,53,90,2017
13,56,862,2017
13,61,146,2017
13,63,146,2017
13,69,149,2017
13,73,253,2017
13,76,947,2017
13,77,108,2017
14,6,230,2017
14,13,71,2017
14,15,711,2017
14,18,826,2017
14,21,2,2017
14,22,63,2017
14,23,1224,2017
14,24,525,2017
14,25,136,2017
14,35,83,2017
14,37,81,2017
14,39,15056,2017
14,42,104,2017
14,43,55,2017
14,50,150,2017
14,53,974,2017
14,55,371,2017
14,58,63,2017
14,63,692,2017
14,64,91,2017
14,67,1799,2017
14,73,313,2017
14,78,76,2017
14,82,408,2017
14,83,988,2017
14,85,156,2017
14,91,67,2017
14,93,962,2017
14,97,912,2017
14,100,63,2017
14,114,8,2017
14,118,233,2017
14,120,3145,2017
14,124,417,2017
15,1,211,2017
15,2,207,2017
15,9,692,2017
15,12,144,2017
15,13,2781,2017
15,14,904,2017
15,16,461,2017
15,20,518,2017
15,21,249,2017
15,24,2054,2017
15,25,3207,2017
15,30,126,2017
15,31,1978,2017
15,33,5313,2017
15,35,388,2017
15,36,304,2017
15,37,97,2017
15,39,1200,2017
15,40,622,2017
15,42,662,2017
15,43,130,2017
15,45,581,2017
15,47,203,2017
15,52,251,2017
15,54,586,2017
15,57,2165,2017
15,58,2953,2017
15,60,156,2017
15,64,153,2017
15,65,248,2017
15,67,241,2017
15,70,1846,2017
15,74,855,2017
15,80,72,2017
15,81,642,2017
15,82,645,2017
15,86,122,2017
15,87,216,2017
15,88,908,2017
15,90,371,2017
15,94,273,2017
15,97,194,2017
15,99,1682,2017
15,104,2444,2017
15,105,121,2017
15,106,5208,2017
15,109,874,2017
15,110,520,2017
15,112,169,2017
15,113,122,2017
15,114,536,2017
15,115,343,2017
15,117,45,2017
15,120,364,2017
15,121,6,2017
15,122,994,2017
15,123,156,2017
15,124,450,2017
16,6,1013,2017
16,8,2,2017
16,10,19,2017
16,14,14,2017
16,22,708,2017
16,24,272,2017
16,34,262,2017
16,35,36,2017
16,50,465,2017
16,52,1110,2017
16,53,3607,2017
16,55,109,2017
16,57,142,2017
16,66,834,2017
16,69,976,2017
16,71,238,2017
16,75,521,2017
16,76,375,2017
16,82,484,2017
16,97,14,2017
16,99,7,2017
16,102,1995,2017
16,107,139,2017
16,108,1817,2017
16,112,544,2017
17,3,300,2017
17,6,1607,2017
17,7,2121,2017
17,8,68,2017
17,12,977,2017
17,13,107,2017
17,16,122,2017
17,17,58,2017
17,18,566,2017
17,21,274,2017
17,29,1116,2017
17,31,219,2017
18,1,46,2017
18,4,96,2017
18,6,167,2017
18,9,224,2017
18,10,205,2017
18,12,1,2017
18,15,450,2017
18,16,34,2017
18,17,2352,2017
18,18,18,2017
18,19,15,2017
18,20,234,2017
19,6,629,2017
19,11,199,2017
19,14,328,2017
19,17,199,2017
19,26,6899,2017
19,33,352,2017
19,38,556,2017
19,39,2273,2017
19,44,301,2017
19,46,3418,2017
20,6,182,2017
20,14,19,2017
20,21,8,2017
20,26,198,2017
20,31,132,2017
20,39,354,2017
20,42,136,2017
20,43,232,2017
20,44,184,2017
20,64,98,2017
20,67,2532,2017
20,73,563,2017
20,79,502,2017
20,158,134,2017
20,164,196,2017
20,177,181,2017
20,184,1012,2017
20,190,177,2017
20,277,129,2017
20,278,247,2017
20,295,313,2017
20,307,28,2017
20,318,218,2017
20,324,380,2017
20,327,150,2017
20,334,165,2017
20,364,197,2017
20,397,1,2017
20,413,329,2017
20,469,1,2017
20,482,438,2017
20,484,63,2017
20,515,228,2017
20,516,109,2017
20,526,186,2017
20,545,63,2017
20,559,162,2017
21,1,155,2017
21,3,312,2017
21,4,392,2017
21,6,78,2017
21,10,61,2017
21,19,865,2017
21,25,21,2017
21,35,122,2017
21,43,239,2017
21,44,70,2017
21,45,338,2017
21,67,102,2017
21,71,990,2017
21,72,58,2017
21,74,756,2017
21,82,5,2017
21,83,57,2017
21,85,768,2017
21,91,22,2017
21,94,550,2017
21,109,54,2017
21,110,53,2017
21,111,20,2017
21,114,5534,2017
21,116,91,2017
21,119,1295,2017
21,128,149,2017
21,132,654,2017
21,145,57,2017
21,154,827,2017
21,155,171,2017
21,156,2369,2017
21,164,641,2017
21,172,43,2017
21,174,1479,2017
21,177,67,2017
21,183,49,2017
21,186,418,2017
21,191,46,2017
21,194,42,2017
21,195,135,2017
21,197,243,2017
21,207,187,2017
21,208,793,2017
21,210,43,2017
21,217,41,2017
22,1,30,2017
22,4,935,2017
22,9,382,2017
22,14,5887,2017
22,16,1744,2017
22,18,5,2017
23,1,319,2017
23,2,278,2017
23,3,24,2017
23,4,1534,2017
23,5,3412,2017
23,6,157,2017
23,7,10,2017
23,8,1364,2017
23,10,62,2017
24,3,196,2017
24,10,8,2017
24,13,1709,2017
24,16,34,2017
24,20,476,2017
24,24,1019,2017
24,25,96,2017
24,28,5260,2017
24,35,556,2017
24,37,25,2017
24,40,71,2017
24,54,70,2017
24,56,28,2017
24,58,3,2017
25,1,2472,2017
25,2,43,2017
25,3,6,2017
25,4,70,2017
25,5,80,2017
25,6,5853,2017
25,7,20,2017
25,8,42,2017
25,9,365,2017
25,11,1411,2017
25,12,1676,2017
25,13,16,2017
25,14,120,2017
25,15,310,2017
25,16,2,2017
25,17,43,2017
25,18,489,2017
26,2,586,2017
26,3,50,2017
26,17,635,2017
26,18,2872,2017
26,19,222,2017
26,25,35,2017
26,29,921,2017
26,30,3995,2017
26,33,431,2017
26,36,262,2017
26,38,10,2017
26,41,83,2017
26,42,1271,2017
26,43,1269,2017
26,48,389,2017
26,55,949,2017
26,66,9,2017
27,1,255,2017
27,2,1733,2017
27,3,183,2017
27,4,6314,2017
27,5,935,2017
27,6,595,2017
27,7,188,2017
27,8,647,2017
27,9,15,2017
27,10,90,2017
27,11,159,2017
27,12,680,2017
27,13,151,2017
27,14,62,2017
27,15,162,2017
27,16,554,2017
27,17,344,2017
28,1,3,2017
28,2,68,2017
28,3,320,2017
28,9,932,2017
28,17,9,2017
28,21,863,2017
28,22,2253,2017
28,25,34,2017
28,27,1932,2017
28,32,3084,2017
28,33,174,2017
28,35,328,2017
28,38,1541,2017
28,40,381,2017
28,41,1879,2017
29,2,1435,2017
29,5,256,2017
29,6,278,2017
29,7,128,2017
29,13,764,2017
29,18,114,2017
29,23,284,2017
29,25,319,2017
29,33,1096,2017
29,34,267,2017
29,38,881,2017
29,44,231,2017
30,9,49,2017
30,10,512,2017
30,13,218,2017
30,16,453,2017
30,21,53,2017
30,28,610,2017
30,32,333,2017
30,34,128,2017
30,38,424,2017
30,39,1449,2017
30,44,1399,2017
30,45,546,2017
30,48,187,2017
30,61,405,2017
30,66,181,2017
30,69,120,2017
30,71,504,2017
30,72,19,2017
30,77,123,2017
30,82,117,2017
30,83,40,2017
30,87,3356,2017
30,91,41,2017
30,97,167,2017
30,102,763,2017
30,104,277,2017
30,108,962,2017
30,109,358,2017
30,112,189,2017
30,116,437,2017
30,117,8,2017
30,118,266,2017
30,121,47,2017
30,123,188,2017
30,124,284,2017
30,128,461,2017
30,129,61,2017
30,130,30,2017
30,131,1183,2017
30,138,1702,2017
30,141,865,2017
30,143,331,2017
30,155,259,2017
30,160,269,2017
30,161,119,2017
30,164,210,2017
30,169,86,2017
30,173,143,2017
30,174,381,2017
30,178,44,2017
30,183,193,2017
30,184,243,2017
30,189,655,2017
30,193,3034,2017
30,210,68,2017
31,50,5614,2017
31,52,62,2017
31,96,693,2017
31,101,176,2017
31,102,900,2017
32,5,58,2017
32,10,2328,2017
32,17,2830,2017
32,19,88,2017
32,20,383,2017
32,22,90,2017
32,23,58,2017
32,24,297,2017
32,34,37,2017
32,36,57,2017
32,42,7,2017
32,44,37,2017
32,49,62,2017
32,51,20,2017
32,56,521,2017
32,57,36,2017
