entidad,municipio,nEgresos,anho
17,12,587,2020
17,13,85,2020
17,16,69,2020
17,17,80,2020
17,18,406,2020
17,21,94,2020
17,29,944,2020
17,31,125,2020
18,1,41,2020
18,4,54,2020
18,6,84,2020
18,9,93,2020
18,10,256,2020
18,15,389,2020
18,16,38,2020
18,17,2177,2020
18,18,18,2020
18,20,178,2020
19,6,420,2020
19,11,119,2020
19,14,239,2020
19,17,126,2020
19,26,6361,2020
19,33,273,2020
19,38,124,2020
19,39,2281,2020
19,44,182,2020
19,46,1013,2020
20,6,202,2020
20,14,75,2020
20,21,5,2020
20,26,127,2020
20,31,108,2020
20,39,539,2020
20,41,686,2020
20,42,40,2020
20,43,266,2020
20,44,129,2020
20,57,518,2020
20,59,895,2020
20,64,93,2020
20,67,1412,2020
20,70,35,2020
20,73,381,2020
20,79,297,2020
20,156,90,2020
20,158,98,2020
20,164,132,2020
20,177,112,2020
20,184,530,2020
20,190,101,2020
20,277,72,2020
20,278,172,2020
20,295,248,2020
20,307,59,2020
20,318,183,2020
20,324,491,2020
20,327,68,2020
20,334,100,2020
20,364,76,2020
20,397,240,2020
20,413,292,2020
20,467,590,2020
20,469,352,2020
20,482,343,2020
20,484,46,2020
20,515,159,2020
20,516,155,2020
20,526,123,2020
20,545,36,2020
20,551,807,2020
20,559,92,2020
21,1,59,2020
21,3,206,2020
21,4,153,2020
21,6,113,2020
21,10,16,2020
21,19,587,2020
21,25,33,2020
21,35,102,2020
21,43,229,2020
21,44,34,2020
21,45,232,2020
21,47,71,2020
21,53,492,2020
21,67,77,2020
21,71,559,2020
21,72,67,2020
21,74,234,2020
21,82,9,2020
21,83,8,2020
21,84,327,2020
21,85,522,2020
21,91,32,2020
21,94,325,2020
21,109,20,2020
21,110,60,2020
21,111,20,2020
21,114,3899,2020
21,116,12,2020
21,119,229,2020
21,128,58,2020
21,132,285,2020
21,142,486,2020
21,145,41,2020
21,154,302,2020
21,155,100,2020
21,156,1388,2020
21,164,381,2020
21,169,264,2020
21,172,6,2020
21,174,461,2020
21,177,42,2020
21,183,88,2020
21,186,540,2020
21,191,11,2020
21,194,43,2020
21,195,81,2020
21,197,524,2020
21,206,1,2020
21,207,771,2020
21,208,535,2020
21,210,23,2020
21,217,47,2020
22,1,16,2020
22,4,760,2020
22,9,314,2020
22,11,138,2020
22,14,3917,2020
22,16,1244,2020
22,18,4,2020
23,1,299,2020
23,2,310,2020
23,3,33,2020
23,4,1115,2020
23,5,2640,2020
23,6,149,2020
23,7,40,2020
23,8,873,2020
23,10,47,2020
24,3,209,2020
24,8,221,2020
24,10,10,2020
24,13,1180,2020
24,15,201,2020
24,16,76,2020
24,20,702,2020
24,24,767,2020
24,25,44,2020
24,28,4126,2020
24,35,43,2020
24,37,472,2020
24,40,4,2020
24,53,723,2020
24,54,65,2020
24,56,13,2020
24,58,1,2020
25,1,1800,2020
25,2,38,2020
25,3,2,2020
25,4,33,2020
25,5,15,2020
25,6,3781,2020
25,7,17,2020
25,8,91,2020
25,9,190,2020
25,10,272,2020
25,11,1059,2020
25,12,1088,2020
25,13,11,2020
25,14,53,2020
25,15,197,2020
25,17,34,2020
25,18,355,2020
26,2,280,2020
26,3,36,2020
26,17,469,2020
26,18,1648,2020
26,19,155,2020
26,25,35,2020
26,29,671,2020
26,30,2596,2020
26,33,330,2020
26,36,111,2020
26,38,16,2020
26,41,80,2020
26,42,840,2020
26,43,832,2020
26,48,272,2020
26,55,618,2020
26,66,6,2020
27,1,156,2020
27,2,1039,2020
27,3,123,2020
27,4,4399,2020
27,5,724,2020
27,6,458,2020
27,7,164,2020
27,8,473,2020
27,9,18,2020
27,10,59,2020
27,11,110,2020
27,12,586,2020
27,13,122,2020
27,14,196,2020
27,15,123,2020
27,16,349,2020
27,17,276,2020
28,1,11,2020
28,2,75,2020
28,3,85,2020
28,9,755,2020
28,16,56,2020
28,21,638,2020
28,22,1472,2020
28,25,8,2020
28,27,1389,2020
28,32,1731,2020
28,33,280,2020
28,34,12,2020
28,35,170,2020
28,37,137,2020
28,38,802,2020
28,39,201,2020
28,40,279,2020
28,41,1285,2020
29,2,1489,2020
29,5,164,2020
29,6,117,2020
29,7,36,2020
29,13,208,2020
29,18,23,2020
29,23,43,2020
29,25,109,2020
29,33,676,2020
29,34,38,2020
29,38,611,2020
29,44,146,2020
30,9,28,2020
30,10,381,2020
30,11,1,2020
30,13,123,2020
30,16,189,2020
30,21,38,2020
30,23,161,2020
30,28,171,2020
30,32,238,2020
30,34,90,2020
30,38,370,2020
30,39,793,2020
30,44,949,2020
30,45,567,2020
30,47,766,2020
30,48,78,2020
30,58,591,2020
30,61,261,2020
30,66,214,2020
30,69,128,2020
30,71,423,2020
30,72,28,2020
30,77,63,2020
30,82,79,2020
30,83,23,2020
30,87,2137,2020
30,89,573,2020
30,91,25,2020
30,97,125,2020
30,102,561,2020
30,104,165,2020
30,108,497,2020
30,109,322,2020
30,112,202,2020
30,116,312,2020
30,117,7,2020
30,118,162,2020
30,121,16,2020
30,123,109,2020
30,124,656,2020
30,128,349,2020
30,129,62,2020
30,130,28,2020
30,131,838,2020
30,138,1356,2020
30,141,700,2020
30,143,218,2020
30,155,248,2020
30,160,184,2020
30,161,98,2020
30,164,237,2020
30,169,52,2020
30,173,129,2020
30,174,262,2020
30,178,27,2020
30,181,34,2020
30,183,162,2020
30,184,200,2020
30,189,387,2020
30,193,2119,2020
30,201,604,2020
30,206,1,2020
30,210,59,2020
31,2,286,2020
31,40,540,2020
31,41,1944,2020
31,48,234,2020
31,50,1778,2020
31,52,79,2020
31,56,225,2020
31,58,258,2020
31,79,10,2020
31,89,244,2020
31,96,420,2020
31,101,168,2020
31,102,756,2020
32,5,1,2020
32,7,191,2020
32,10,1500,2020
32,17,2424,2020
32,19,38,2020
32,20,181,2020
32,22,75,2020
32,23,30,2020
32,24,105,2020
32,34,9,2020
32,36,25,2020
32,38,348,2020
32,39,249,2020
32,42,48,2020
32,44,14,2020
32,48,165,2020
32,49,33,2020
32,51,13,2020
32,55,158,2020
32,56,425,2020
32,57,5,2020
NA,NA,1945,2020
