entidad,municipio,nEgresos,anho
16,53,5038,2012
16,55,323,2012
16,57,118,2012
16,65,723,2012
16,66,923,2012
16,69,1114,2012
16,71,312,2012
16,75,599,2012
16,76,632,2012
16,82,592,2012
16,87,4,2012
16,97,2,2012
16,98,879,2012
16,99,3,2012
16,102,1796,2012
16,104,220,2012
16,107,121,2012
16,108,2273,2012
16,112,629,2012
17,3,550,2012
17,6,1270,2012
17,7,3238,2012
17,8,67,2012
17,12,1262,2012
17,13,4,2012
17,16,19,2012
17,17,148,2012
17,18,318,2012
17,21,194,2012
17,29,1981,2012
17,31,191,2012
18,1,107,2012
18,4,153,2012
18,6,264,2012
18,9,278,2012
18,10,327,2012
18,15,1064,2012
18,16,106,2012
18,17,3285,2012
18,18,40,2012
18,19,33,2012
18,20,407,2012
19,6,356,2012
19,9,17,2012
19,11,160,2012
19,14,352,2012
19,17,208,2012
19,26,7164,2012
19,33,440,2012
19,38,631,2012
19,39,3228,2012
19,44,343,2012
19,46,3294,2012
20,6,283,2012
20,14,179,2012
20,21,17,2012
20,26,168,2012
20,31,287,2012
20,39,967,2012
20,41,556,2012
20,42,126,2012
20,43,827,2012
20,44,200,2012
20,57,595,2012
20,59,955,2012
20,64,83,2012
20,67,3284,2012
20,73,488,2012
20,79,843,2012
20,115,2,2012
20,156,95,2012
20,158,37,2012
20,164,110,2012
20,177,280,2012
20,184,865,2012
20,190,179,2012
20,277,6,2012
20,278,158,2012
20,295,692,2012
20,318,704,2012
20,324,693,2012
20,327,124,2012
20,334,124,2012
20,364,214,2012
20,397,630,2012
20,413,103,2012
20,467,445,2012
20,469,478,2012
20,482,913,2012
20,484,90,2012
20,515,328,2012
20,516,193,2012
20,526,182,2012
20,545,6,2012
20,551,776,2012
20,559,75,2012
21,3,2,2012
21,4,325,2012
21,6,4,2012
21,10,88,2012
21,19,728,2012
21,25,56,2012
21,35,231,2012
21,43,410,2012
21,44,83,2012
21,45,194,2012
21,47,392,2012
21,53,516,2012
21,67,118,2012
21,71,964,2012
21,72,41,2012
21,82,6,2012
21,83,43,2012
21,84,299,2012
21,85,781,2012
21,91,15,2012
21,94,346,2012
21,110,64,2012
21,111,23,2012
21,114,6757,2012
21,116,67,2012
21,132,568,2012
21,142,1080,2012
21,145,66,2012
21,154,500,2012
21,155,112,2012
21,156,2188,2012
21,164,871,2012
21,169,281,2012
21,172,77,2012
21,174,106,2012
21,177,136,2012
21,183,63,2012
21,191,52,2012
21,195,58,2012
21,197,899,2012
21,206,9,2012
21,207,943,2012
21,208,943,2012
21,210,78,2012
21,217,65,2012
22,4,1215,2012
22,9,546,2012
22,14,6419,2012
22,16,1393,2012
23,1,390,2012
23,2,471,2012
23,3,24,2012
23,4,1876,2012
23,5,3190,2012
23,6,103,2012
23,7,10,2012
23,8,134,2012
24,3,350,2012
24,8,319,2012
24,10,56,2012
24,13,2190,2012
24,15,391,2012
24,16,50,2012
24,20,1143,2012
24,24,1240,2012
24,25,101,2012
24,28,5992,2012
24,35,940,2012
24,37,1330,2012
24,40,188,2012
24,54,181,2012
24,56,33,2012
24,58,4,2012
25,1,2785,2012
25,2,170,2012
25,3,45,2012
25,4,178,2012
25,5,92,2012
25,6,6613,2012
25,7,83,2012
25,8,125,2012
25,9,592,2012
25,10,428,2012
25,11,1671,2012
25,12,1931,2012
25,13,64,2012
25,14,195,2012
25,15,549,2012
25,16,13,2012
25,17,100,2012
25,18,475,2012
26,2,728,2012
26,3,94,2012
26,17,782,2012
26,18,2959,2012
26,19,311,2012
26,25,36,2012
26,29,944,2012
26,30,4993,2012
26,33,501,2012
26,36,270,2012
26,38,65,2012
26,41,71,2012
26,42,1194,2012
26,43,1353,2012
26,48,486,2012
26,55,938,2012
26,58,2,2012
26,66,32,2012
27,1,369,2012
27,2,1606,2012
27,3,1,2012
27,4,7885,2012
27,5,1469,2012
27,6,814,2012
27,7,298,2012
27,8,852,2012
27,9,18,2012
27,10,72,2012
27,11,120,2012
27,12,1010,2012
27,13,157,2012
27,14,221,2012
27,15,231,2012
27,16,665,2012
27,17,376,2012
28,1,26,2012
28,2,121,2012
28,3,511,2012
28,9,1350,2012
28,16,82,2012
28,17,9,2012
28,21,1089,2012
28,22,2344,2012
28,25,108,2012
28,27,2323,2012
28,32,3261,2012
28,33,106,2012
28,34,23,2012
28,35,353,2012
28,37,174,2012
28,38,1495,2012
28,39,296,2012
28,41,2504,2012
29,2,1336,2012
29,5,147,2012
29,6,705,2012
29,7,194,2012
29,13,1206,2012
29,18,148,2012
29,23,303,2012
29,25,467,2012
29,33,1188,2012
29,34,188,2012
29,38,1156,2012
29,44,421,2012
30,10,723,2012
30,11,63,2012
30,13,296,2012
30,16,540,2012
30,21,45,2012
30,23,393,2012
30,32,350,2012
30,34,163,2012
30,38,473,2012
30,39,2025,2012
30,44,1900,2012
30,45,995,2012
30,47,927,2012
30,48,40,2012
30,58,812,2012
30,61,380,2012
30,66,214,2012
30,69,179,2012
30,71,611,2012
30,72,44,2012
30,77,272,2012
30,82,173,2012
30,83,89,2012
30,87,4108,2012
30,89,954,2012
30,91,77,2012
30,97,93,2012
30,102,982,2012
30,104,319,2012
30,108,1300,2012
30,109,578,2012
30,116,720,2012
30,117,23,2012
30,118,219,2012
30,121,67,2012
30,123,326,2012
30,124,1196,2012
30,128,487,2012
30,129,94,2012
30,130,121,2012
30,131,1563,2012
30,138,1911,2012
30,141,1040,2012
30,143,581,2012
30,155,344,2012
30,160,37,2012
30,161,179,2012
30,164,203,2012
30,169,114,2012
30,173,321,2012
30,174,544,2012
30,178,42,2012
30,181,142,2012
30,183,210,2012
30,184,286,2012
30,189,915,2012
30,193,3672,2012
30,201,510,2012
30,206,7,2012
30,210,105,2012
31,2,294,2012
31,40,381,2012
31,48,203,2012
31,50,6066,2012
31,52,70,2012
31,56,386,2012
31,59,10,2012
31,96,718,2012
31,101,260,2012
31,102,538,2012
32,5,87,2012
32,7,275,2012
32,10,2749,2012
32,17,3274,2012
32,19,160,2012
32,20,493,2012
32,22,168,2012
32,23,79,2012
32,24,215,2012
32,34,69,2012
32,36,99,2012
32,38,471,2012
32,39,397,2012
32,42,1,2012
32,44,54,2012
32,48,232,2012
32,49,93,2012
32,51,39,2012
32,55,167,2012
32,56,331,2012
32,57,91,2012
NA,NA,8138,2012
