entidad,municipio,nEgresos,anho
12,12,701,2013
12,22,884,2013
12,28,1144,2013
12,29,2690,2013
12,34,495,2013
12,35,1461,2013
12,38,862,2013
12,46,1118,2013
12,50,71,2013
12,55,769,2013
12,66,1762,2013
12,68,150,2013
13,3,450,2013
13,8,455,2013
13,11,28,2013
13,27,4,2013
13,28,1650,2013
13,29,451,2013
13,30,1501,2013
13,31,156,2013
13,35,693,2013
13,41,302,2013
13,48,3628,2013
13,53,152,2013
13,61,167,2013
13,63,134,2013
13,69,108,2013
13,73,351,2013
13,76,1379,2013
13,77,1603,2013
13,81,631,2013
14,6,412,2013
14,13,200,2013
14,15,843,2013
14,18,1239,2013
14,21,2,2013
14,22,93,2013
14,23,1341,2013
14,24,723,2013
14,25,138,2013
14,35,81,2013
14,37,97,2013
14,39,15960,2013
14,42,123,2013
14,43,56,2013
14,53,947,2013
14,55,528,2013
14,58,72,2013
14,63,894,2013
14,64,168,2013
14,67,1974,2013
14,73,411,2013
14,78,178,2013
14,82,505,2013
14,83,963,2013
14,85,239,2013
14,87,2,2013
14,91,94,2013
14,93,1071,2013
14,97,496,2013
14,100,117,2013
14,108,1,2013
14,114,10,2013
14,118,304,2013
14,120,3044,2013
14,121,1,2013
14,124,531,2013
15,1,358,2013
15,2,375,2013
15,7,208,2013
15,9,700,2013
15,12,131,2013
15,13,2990,2013
15,14,974,2013
15,20,293,2013
15,21,297,2013
15,24,2345,2013
15,25,2985,2013
15,31,2974,2013
15,33,6344,2013
15,35,587,2013
15,36,355,2013
15,37,300,2013
15,39,1618,2013
15,40,684,2013
15,42,811,2013
15,43,297,2013
15,45,735,2013
15,47,256,2013
15,52,325,2013
15,54,218,2013
15,57,2577,2013
15,58,3477,2013
15,60,248,2013
15,64,116,2013
15,65,397,2013
15,67,137,2013
15,70,2180,2013
15,74,847,2013
15,80,104,2013
15,81,774,2013
15,82,961,2013
15,86,122,2013
15,87,321,2013
15,88,903,2013
15,90,399,2013
15,94,391,2013
15,97,279,2013
15,99,1985,2013
15,104,3130,2013
15,105,210,2013
15,106,6156,2013
15,109,830,2013
15,110,615,2013
15,112,8,2013
15,113,242,2013
15,114,565,2013
15,115,282,2013
15,117,52,2013
15,120,480,2013
15,121,3,2013
15,122,1467,2013
15,123,166,2013
15,124,793,2013
16,6,1011,2013
16,8,5,2013
16,9,817,2013
16,10,89,2013
16,12,554,2013
16,14,19,2013
16,15,193,2013
16,22,476,2013
16,24,311,2013
16,34,405,2013
16,35,22,2013
16,38,512,2013
16,50,633,2013
16,52,1092,2013
16,53,4763,2013
16,55,217,2013
16,57,125,2013
16,65,851,2013
16,66,853,2013
16,69,1065,2013
16,71,247,2013
16,75,528,2013
16,76,617,2013
16,82,544,2013
16,87,1,2013
16,98,975,2013
16,102,2226,2013
16,104,277,2013
16,107,129,2013
16,108,2294,2013
16,112,548,2013
17,3,559,2013
17,6,1467,2013
17,7,3139,2013
17,8,76,2013
17,12,1271,2013
17,13,25,2013
17,16,109,2013
17,17,63,2013
17,18,773,2013
17,21,304,2013
17,29,1610,2013
17,31,146,2013
18,1,103,2013
18,4,113,2013
18,6,260,2013
18,9,299,2013
18,10,339,2013
18,12,2,2013
18,15,963,2013
18,16,108,2013
18,17,3232,2013
18,18,61,2013
18,19,33,2013
18,20,378,2013
19,6,412,2013
19,9,18,2013
19,11,149,2013
19,14,358,2013
19,17,165,2013
19,22,1,2013
19,26,6666,2013
19,33,445,2013
19,38,567,2013
19,39,3072,2013
19,44,324,2013
19,46,3364,2013
20,6,306,2013
20,14,219,2013
20,21,23,2013
20,26,155,2013
20,31,260,2013
20,39,945,2013
20,41,558,2013
20,42,129,2013
20,43,857,2013
20,44,262,2013
20,57,585,2013
20,59,1126,2013
20,64,88,2013
20,67,3231,2013
20,73,643,2013
20,79,846,2013
20,115,2,2013
20,156,97,2013
20,158,76,2013
20,164,161,2013
20,177,256,2013
20,184,1044,2013
20,190,200,2013
20,277,52,2013
20,278,137,2013
20,295,720,2013
20,307,25,2013
20,318,537,2013
20,324,849,2013
20,327,145,2013
20,334,181,2013
20,364,230,2013
20,397,620,2013
20,413,182,2013
20,467,604,2013
20,469,427,2013
20,482,873,2013
20,484,82,2013
20,515,290,2013
20,516,194,2013
20,526,193,2013
20,545,51,2013
20,551,775,2013
20,559,107,2013
21,3,1,2013
21,4,207,2013
21,6,14,2013
21,10,61,2013
21,19,732,2013
21,35,128,2013
21,43,372,2013
21,44,120,2013
21,45,376,2013
21,47,338,2013
21,53,607,2013
21,67,80,2013
21,71,679,2013
21,72,53,2013
21,82,13,2013
21,83,45,2013
21,84,251,2013
21,85,800,2013
21,91,29,2013
21,110,65,2013
21,111,21,2013
21,114,6024,2013
21,116,58,2013
21,132,347,2013
21,142,999,2013
21,145,51,2013
21,154,639,2013
21,155,72,2013
21,156,2328,2013
21,164,910,2013
21,169,312,2013
21,172,59,2013
21,174,149,2013
21,177,127,2013
21,183,105,2013
21,191,78,2013
21,195,33,2013
21,197,1152,2013
21,206,5,2013
21,207,909,2013
21,208,928,2013
21,210,62,2013
21,217,107,2013
22,4,1183,2013
22,9,531,2013
22,14,6278,2013
22,16,1895,2013
23,1,400,2013
23,2,478,2013
23,3,42,2013
23,4,1854,2013
23,5,3326,2013
23,6,91,2013
23,7,15,2013
23,8,1273,2013
24,3,301,2013
24,8,273,2013
24,10,42,2013
24,13,1754,2013
24,15,358,2013
24,16,47,2013
24,20,1015,2013
24,24,1126,2013
24,25,81,2013
24,28,6023,2013
24,35,985,2013
24,37,1399,2013
24,40,107,2013
24,54,162,2013
24,56,13,2013
24,58,5,2013
25,1,2851,2013
25,2,107,2013
25,3,29,2013
25,4,135,2013
25,5,82,2013
25,6,6383,2013
25,7,100,2013
25,8,82,2013
25,9,524,2013
25,10,317,2013
25,11,1384,2013
25,12,2003,2013
25,13,106,2013
25,14,194,2013
25,15,452,2013
25,16,7,2013
25,17,104,2013
25,18,507,2013
26,2,611,2013
26,3,103,2013
26,17,748,2013
26,18,2772,2013
26,19,255,2013
26,25,41,2013
26,29,901,2013
26,30,4688,2013
26,33,472,2013
26,36,226,2013
26,38,72,2013
26,41,80,2013
26,42,1202,2013
26,43,1413,2013
26,47,1,2013
26,48,492,2013
26,55,872,2013
26,66,19,2013
27,1,372,2013
27,2,1644,2013
27,3,173,2013
27,4,7726,2013
27,5,1391,2013
27,6,774,2013
27,7,340,2013
27,8,877,2013
27,9,23,2013
27,10,77,2013
27,11,120,2013
27,12,961,2013
27,13,106,2013
27,14,255,2013
27,15,220,2013
27,16,665,2013
27,17,312,2013
28,1,32,2013
28,2,91,2013
28,3,529,2013
28,9,1349,2013
28,16,59,2013
28,17,14,2013
28,21,959,2013
28,22,2453,2013
28,25,90,2013
28,27,2130,2013
28,32,3233,2013
28,33,162,2013
28,34,10,2013
28,35,335,2013
28,37,135,2013
28,38,1479,2013
28,39,318,2013
28,40,368,2013
28,41,2336,2013
29,2,1545,2013
29,5,155,2013
29,6,736,2013
29,7,174,2013
29,13,1215,2013
29,18,130,2013
29,23,334,2013
29,25,421,2013
29,33,1204,2013
29,34,210,2013
29,38,1113,2013
29,44,323,2013
30,10,583,2013
30,11,41,2013
30,13,253,2013
30,16,560,2013
30,21,92,2013
30,23,331,2013
30,32,305,2013
30,34,127,2013
30,38,505,2013
30,39,1990,2013
30,44,1746,2013
30,45,816,2013
30,47,1052,2013
30,48,193,2013
30,58,798,2013
30,61,436,2013
30,66,206,2013
30,69,162,2013
30,71,601,2013
30,72,34,2013
30,77,214,2013
30,82,140,2013
30,83,94,2013
30,87,3884,2013
30,89,1017,2013
30,91,91,2013
30,97,135,2013
30,102,1006,2013
30,104,307,2013
30,108,1224,2013
30,109,545,2013
30,112,185,2013
30,116,669,2013
30,117,13,2013
30,118,176,2013
30,121,65,2013
30,123,253,2013
30,124,1261,2013
30,128,382,2013
30,129,97,2013
30,130,91,2013
30,131,1610,2013
30,138,1797,2013
30,141,940,2013
30,143,403,2013
30,155,369,2013
30,160,147,2013
30,161,161,2013
30,164,196,2013
30,169,114,2013
30,173,323,2013
30,174,413,2013
30,178,59,2013
30,181,171,2013
30,183,263,2013
30,184,293,2013
30,189,812,2013
30,193,4318,2013
30,201,574,2013
30,204,13,2013
30,206,3,2013
30,210,102,2013
31,2,404,2013
31,40,557,2013
31,48,333,2013
31,50,6187,2013
31,52,79,2013
31,56,553,2013
31,59,3,2013
31,96,759,2013
31,101,261,2013
31,102,1030,2013
32,5,76,2013
32,7,247,2013
32,10,2454,2013
32,17,3206,2013
32,19,133,2013
32,20,504,2013
32,22,170,2013
32,23,80,2013
32,24,331,2013
32,34,59,2013
32,36,100,2013
32,38,488,2013
32,39,357,2013
32,42,4,2013
32,44,66,2013
32,48,223,2013
32,49,103,2013
32,51,21,2013
32,55,229,2013
32,56,305,2013
32,57,79,2013
NA,NA,5840,2013
