entidad,municipio,nEgresos,anho
12,75,472,2021
13,3,151,2021
13,8,184,2021
13,11,169,2021
13,27,51,2021
13,28,916,2021
13,29,122,2021
13,30,386,2021
13,31,29,2021
13,35,418,2021
13,41,95,2021
13,48,1905,2021
13,53,60,2021
13,56,597,2021
13,61,63,2021
13,63,77,2021
13,69,49,2021
13,73,229,2021
13,76,630,2021
13,77,62,2021
13,81,442,2021
14,6,68,2021
14,13,32,2021
14,15,535,2021
14,18,628,2021
14,22,51,2021
14,23,1022,2021
14,24,332,2021
14,25,134,2021
14,35,26,2021
14,37,23,2021
14,39,7412,2021
14,43,43,2021
14,50,93,2021
14,53,12,2021
14,55,221,2021
14,58,47,2021
14,63,658,2021
14,64,61,2021
14,67,1055,2021
14,73,137,2021
14,78,9,2021
14,82,188,2021
14,83,920,2021
14,85,3,2021
14,93,810,2021
14,97,670,2021
14,100,31,2021
14,114,2,2021
14,118,176,2021
14,120,1059,2021
14,124,376,2021
15,1,180,2021
15,2,165,2021
15,7,120,2021
15,9,273,2021
15,12,78,2021
15,13,1800,2021
15,14,408,2021
15,16,116,2021
15,20,167,2021
15,21,140,2021
15,24,1089,2021
15,25,1944,2021
15,30,195,2021
15,31,1571,2021
15,33,2785,2021
15,35,229,2021
15,36,280,2021
15,37,46,2021
15,39,959,2021
15,40,354,2021
15,42,322,2021
15,43,154,2021
15,45,346,2021
15,47,219,2021
15,51,267,2021
15,52,148,2021
15,54,13,2021
15,57,1118,2021
15,58,1394,2021
15,60,90,2021
15,64,92,2021
15,65,153,2021
15,67,96,2021
15,70,1244,2021
15,74,296,2021
15,80,44,2021
15,81,398,2021
15,82,367,2021
15,86,64,2021
15,87,71,2021
15,88,446,2021
15,90,165,2021
15,94,233,2021
15,97,148,2021
15,99,791,2021
15,104,879,2021
15,105,58,2021
15,106,3322,2021
15,109,602,2021
15,110,445,2021
15,112,34,2021
15,113,55,2021
15,114,368,2021
15,115,61,2021
15,117,27,2021
15,120,269,2021
15,121,1,2021
15,122,505,2021
15,123,66,2021
15,124,274,2021
16,6,516,2021
16,8,3,2021
16,9,305,2021
16,10,15,2021
16,12,293,2021
16,14,6,2021
16,15,132,2021
16,22,1003,2021
16,24,214,2021
16,34,175,2021
16,35,64,2021
16,38,165,2021
16,45,41,2021
16,50,137,2021
16,52,678,2021
16,53,1755,2021
16,55,63,2021
16,57,83,2021
16,65,570,2021
16,66,620,2021
16,69,488,2021
16,71,57,2021
16,75,409,2021
16,76,279,2021
16,82,293,2021
16,87,1,2021
16,97,5,2021
16,98,482,2021
16,99,7,2021
16,102,1134,2021
16,104,131,2021
16,107,158,2021
16,108,1101,2021
16,112,286,2021
17,3,150,2021
17,6,1003,2021
17,7,513,2021
17,8,14,2021
17,12,516,2021
17,13,59,2021
17,16,63,2021
17,17,116,2021
17,18,465,2021
17,21,104,2021
17,29,912,2021
17,31,133,2021
18,1,44,2021
18,4,50,2021
18,6,85,2021
18,9,17,2021
18,10,156,2021
18,12,1,2021
18,15,391,2021
18,16,20,2021
18,17,2041,2021
18,18,13,2021
18,19,2,2021
18,20,67,2021
19,6,246,2021
19,9,2,2021
19,11,104,2021
19,14,326,2021
19,17,44,2021
19,26,6109,2021
19,33,258,2021
19,38,80,2021
19,39,2000,2021
19,44,171,2021
19,46,442,2021
20,6,132,2021
20,14,65,2021
20,21,8,2021
20,26,79,2021
20,31,74,2021
20,39,488,2021
20,41,690,2021
20,42,29,2021
20,43,182,2021
20,44,51,2021
20,57,553,2021
20,59,801,2021
20,64,37,2021
20,67,1247,2021
20,70,28,2021
20,73,294,2021
20,79,261,2021
20,156,64,2021
20,158,97,2021
20,164,152,2021
20,177,69,2021
20,184,562,2021
20,190,87,2021
20,277,51,2021
20,278,102,2021
20,295,179,2021
20,307,35,2021
20,318,197,2021
20,324,451,2021
20,327,70,2021
20,334,83,2021
20,364,48,2021
20,413,191,2021
20,467,594,2021
20,469,397,2021
20,482,301,2021
20,484,26,2021
20,515,130,2021
20,516,145,2021
20,526,82,2021
20,545,17,2021
20,551,736,2021
20,559,108,2021
21,1,83,2021
21,3,207,2021
21,4,87,2021
21,6,84,2021
21,10,46,2021
21,19,613,2021
21,25,22,2021
21,35,139,2021
21,43,273,2021
21,44,21,2021
21,45,191,2021
21,47,70,2021
21,51,1,2021
21,53,449,2021
21,67,61,2021
21,71,480,2021
21,72,33,2021
21,74,88,2021
21,82,3,2021
21,83,12,2021
21,84,282,2021
21,85,458,2021
21,91,20,2021
21,94,386,2021
21,109,25,2021
21,110,54,2021
21,111,19,2021
21,114,3876,2021
21,116,2,2021
21,128,77,2021
21,132,409,2021
21,142,422,2021
21,145,11,2021
21,154,410,2021
21,155,109,2021
21,156,1480,2021
21,164,643,2021
21,169,90,2021
21,172,28,2021
21,174,216,2021
21,177,62,2021
21,183,106,2021
21,186,597,2021
21,191,9,2021
21,194,44,2021
21,195,79,2021
21,197,489,2021
21,207,602,2021
21,208,531,2021
21,210,32,2021
21,217,44,2021
22,4,673,2021
22,9,344,2021
22,11,139,2021
22,14,3564,2021
22,16,1164,2021
22,18,3,2021
23,1,211,2021
23,2,265,2021
23,3,8,2021
23,4,973,2021
23,5,2182,2021
23,6,138,2021
23,7,16,2021
23,8,894,2021
23,10,34,2021
24,3,207,2021
24,8,226,2021
24,10,2,2021
24,13,1096,2021
24,15,181,2021
24,16,53,2021
24,20,684,2021
24,24,746,2021
24,25,24,2021
24,28,3925,2021
24,35,8,2021
24,37,867,2021
24,40,34,2021
24,53,896,2021
24,54,74,2021
24,56,10,2021
24,58,3,2021
25,1,1627,2021
25,2,28,2021
25,3,1,2021
25,4,33,2021
25,5,27,2021
25,6,3573,2021
25,7,18,2021
25,8,90,2021
25,9,197,2021
25,10,224,2021
25,11,985,2021
25,12,482,2021
25,13,5,2021
25,14,65,2021
25,15,198,2021
25,16,1,2021
25,17,13,2021
25,18,409,2021
26,2,268,2021
26,3,42,2021
26,17,440,2021
26,18,1701,2021
26,19,126,2021
26,25,42,2021
26,29,652,2021
26,30,2345,2021
26,33,278,2021
26,36,134,2021
26,38,6,2021
26,41,65,2021
26,42,861,2021
26,43,941,2021
26,48,182,2021
26,55,621,2021
26,66,4,2021
27,1,173,2021
27,2,1120,2021
27,3,117,2021
27,4,4193,2021
27,5,764,2021
27,6,508,2021
27,7,165,2021
27,8,472,2021
27,9,47,2021
27,10,83,2021
27,11,120,2021
27,12,539,2021
27,13,116,2021
27,14,237,2021
27,15,161,2021
27,16,356,2021
27,17,300,2021
28,1,8,2021
28,2,75,2021
28,3,183,2021
28,9,599,2021
28,16,55,2021
28,21,605,2021
28,22,1409,2021
28,25,8,2021
28,27,1196,2021
28,32,1649,2021
28,33,260,2021
28,34,9,2021
28,35,177,2021
28,37,123,2021
28,38,770,2021
28,39,218,2021
28,40,255,2021
28,41,1137,2021
29,2,1659,2021
29,5,175,2021
29,6,115,2021
29,7,31,2021
29,13,2,2021
29,18,18,2021
29,23,2,2021
29,25,32,2021
29,33,665,2021
29,34,20,2021
29,38,752,2021
29,44,129,2021
30,9,20,2021
30,10,321,2021
30,11,1,2021
30,13,135,2021
30,16,187,2021
30,21,34,2021
30,23,175,2021
30,28,92,2021
30,32,274,2021
30,34,92,2021
30,38,361,2021
30,39,794,2021
30,44,956,2021
30,45,496,2021
30,47,669,2021
30,48,91,2021
30,58,333,2021
30,61,277,2021
30,66,222,2021
30,69,88,2021
30,71,472,2021
30,72,8,2021
30,77,77,2021
30,82,77,2021
30,83,14,2021
30,87,1958,2021
30,89,556,2021
30,91,39,2021
30,97,109,2021
30,102,582,2021
30,104,176,2021
30,108,501,2021
30,109,303,2021
30,112,215,2021
30,116,298,2021
30,117,5,2021
30,118,161,2021
30,121,14,2021
30,123,69,2021
30,124,716,2021
30,128,371,2021
30,129,62,2021
30,130,25,2021
30,131,788,2021
30,138,1383,2021
30,141,641,2021
30,143,233,2021
30,155,184,2021
30,160,162,2021
30,161,90,2021
30,164,178,2021
30,169,62,2021
30,173,102,2021
30,174,267,2021
30,178,18,2021
30,181,28,2021
30,183,134,2021
30,184,218,2021
30,189,377,2021
30,193,2030,2021
30,201,533,2021
30,206,1,2021
30,210,46,2021
31,2,278,2021
31,40,412,2021
31,41,1560,2021
31,48,253,2021
31,50,1538,2021
31,52,80,2021
31,56,226,2021
31,58,254,2021
31,59,2,2021
31,79,42,2021
31,89,305,2021
31,96,402,2021
31,101,147,2021
31,102,714,2021
32,5,7,2021
32,7,186,2021
32,10,1510,2021
32,17,2140,2021
32,19,24,2021
32,20,214,2021
32,22,89,2021
32,23,21,2021
32,24,93,2021
32,34,8,2021
32,36,24,2021
32,38,270,2021
32,39,218,2021
32,44,14,2021
32,48,145,2021
32,49,44,2021
32,51,11,2021
32,55,133,2021
32,56,431,2021
32,57,32,2021
NA,NA,6117,2021
